L03 EEG I - 腦電圖
檔案名:  G3-EEG-L03
星期五, 三月 23, 2018
10:06:34 下午
秒	EEG	alpha	beta	delta	theta
10.405	-18.5425	-2.51437	6.38007	-18.7909	0.266403
10.41	-13.1531	-2.11409	7.51534	-18.9674	0.353723
10.415	-6.89087	-1.52008	6.22589	-19.1753	0.432191
10.42	-12.7625	-0.806036	2.60126	-19.4127	0.499285
10.425	-21.3989	-0.0549624	-2.18747	-19.6775	0.552042
10.43	-29.6326	0.65057	-6.0812	-19.9672	0.587682
10.435	-28.0334	1.23939	-7.10538	-20.2792	0.604146
10.44	-21.283	1.65804	-4.62228	-20.6106	0.600489
10.445	-16.1804	1.87545	0.0427794	-20.9581	0.576725
10.45	-15.2771	1.88358	4.21859	-21.3185	0.532961
10.455	-16.5588	1.69648	5.47637	-21.6884	0.470299
10.46	-19.9097	1.34822	3.18532	-22.0644	0.390102
10.465	-23.4497	0.887873	-1.0534	-22.443	0.296271
10.47	-25.8423	0.372804	-4.44072	-22.8204	0.192995
10.475	-25.7507	-0.138905	-4.80005	-23.1931	0.0846295
10.48	-24.7681	-0.59521	-1.95917	-23.5578	-0.0251023
10.485	-25.2747	-0.953236	2.2245	-23.9113	-0.132742
10.49	-20.2698	-1.18432	5.15523	-24.2499	-0.234508
10.495	-17.865	-1.27443	5.18436	-24.5702	-0.326339
10.5	-20.1965	-1.22513	2.55534	-24.8691	-0.404392
10.505	-29.1443	-1.05306	-0.964653	-25.1443	-0.466349
10.51	-35.8032	-0.785329	-3.37711	-25.3932	-0.509993
10.515	-32.7148	-0.457726	-3.71492	-25.6136	-0.533654
10.52	-25.7385	-0.109336	-2.42891	-25.8035	-0.535786
10.525	-24.6216	0.220972	-0.777195	-25.9615	-0.516531
10.53	-26.8066	0.497449	0.208168	-26.0861	-0.477175
10.535	-29.2725	0.692269	0.372372	-26.1759	-0.419635
10.54	-29.6082	0.788548	0.304345	-26.2302	-0.346039
10.545	-22.644	0.780853	0.639441	-26.2489	-0.259491
10.55	-19.7388	0.675574	1.42147	-26.2324	-0.16371
10.555	-19.1833	0.489561	2.06155	-26.1807	-0.0628537
10.56	-24.5117	0.249224	1.87031	-26.0943	0.0390085
10.565	-29.3945	-0.0135053	0.70793	-25.9746	0.137783
10.57	-28.2166	-0.264566	-0.810288	-25.8226	0.229043
10.575	-24.4263	-0.472511	-1.7302	-25.6398	0.310115
10.58	-24.4568	-0.610156	-1.47462	-25.4278	0.378716
10.585	-26.2024	-0.658036	-0.30593	-25.1889	0.432125
10.59	-27.6123	-0.608018	0.831304	-24.9256	0.468151
10.595	-26.9165	-0.464556	0.992032	-24.6406	0.485133
10.6	-24.8901	-0.243608	-0.0572786	-24.3366	0.483427
10.605	-23.6023	0.0285308	-1.62416	-24.0163	0.464451
10.61	-23.1262	0.317645	-2.54742	-23.6827	0.429833
10.615	-22.4304	0.583931	-2.0034	-23.3389	0.381403
10.62	-21.8994	0.787763	-0.0931499	-22.988	0.321688
10.625	-22.29	0.894889	2.2	-22.6332	0.253782
10.63	-18.1458	0.881988	3.65643	-22.2776	0.1816
10.635	-13.9099	0.738582	3.57837	-21.9238	0.109191
10.64	-14.8132	0.470291	2.1571	-21.5748	0.040535
10.645	-20.9778	0.0997136	0.22896	-21.2339	-0.0212342
10.65	-28.2715	-0.334066	-1.34387	-20.9042	-0.0736825
10.655	-28.2532	-0.779003	-2.17108	-20.5885	-0.114418
10.66	-23.8953	-1.17639	-2.40826	-20.2895	-0.140804
10.665	-21.4844	-1.46882	-2.41265	-20.01	-0.150524
10.67	-22.4548	-1.60697	-2.32605	-19.7528	-0.143392
10.675	-23.9075	-1.55719	-1.93844	-19.5195	-0.120896
10.68	-24.2432	-1.30633	-0.913479	-19.3117	-0.0850757
10.685	-21.936	-0.865437	0.815021	-19.1309	-0.0376787
10.69	-15.625	-0.270415	2.83713	-18.9789	0.0198806
10.695	-9.11865	0.419409	4.39863	-18.8572	0.0852431
10.7	-9.86938	1.12642	4.80006	-18.7669	0.154801
10.705	-13.3545	1.76444	3.76052	-18.7084	0.224494
10.71	-18.7683	2.24881	1.53176	-18.6821	0.289942
10.715	-19.5374	2.50718	-1.26235	-18.6885	0.347166
10.72	-19.5313	2.48807	-3.88695	-18.7281	0.39248
10.725	-21.3196	2.17036	-5.67284	-18.8004	0.422757
10.73	-22.6501	1.56855	-6.08568	-18.9049	0.435557
10.735	-23.2788	0.733607	-4.80628	-19.041	0.428763
10.74	-22.1008	-0.251984	-1.90614	-19.2082	0.40153
10.745	-19.7266	-1.28222	1.96546	-19.4056	0.35437
10.75	-16.1011	-2.23848	5.60638	-19.6322	0.288843
10.755	-14.5508	-3.00276	7.65019	-19.8866	0.206598
10.76	-13.1592	-3.47239	7.18632	-20.1672	0.109436
10.765	-16.5039	-3.57383	4.28732	-20.4726	0.00032057
10.77	-22.7295	-3.2737	0.0496667	-20.8013	-0.116339
10.775	-29.6143	-2.58417	-3.91791	-21.1517	-0.235354
10.78	-33.1482	-1.56429	-6.27766	-21.5219	-0.351756
10.785	-29.8889	-0.314615	-6.5164	-21.9102	-0.461202
10.79	-24.6704	1.03151	-4.97553	-22.3146	-0.560077
10.795	-21.2097	2.32199	-2.42876	-22.7334	-0.644695
10.8	-20.5566	3.40468	0.389467	-23.1643	-0.710425
10.805	-20.6665	4.14617	2.98656	-23.6055	-0.75294
10.81	-20.1355	4.44876	4.97673	-24.0549	-0.768994
10.815	-14.7217	4.26227	5.87518	-24.5109	-0.757722
10.82	-13.0249	3.59129	5.1647	-24.9719	-0.719135
10.825	-16.9922	2.49724	2.66653	-25.4358	-0.65389
10.83	-26.8982	1.09286	-1.04196	-25.901	-0.563264
10.835	-35.437	-0.469997	-4.60691	-26.3654	-0.449219
10.84	-36.2	-2.01813	-6.45134	-26.8272	-0.314732
10.845	-34.1309	-3.37678	-5.62074	-27.2857	-0.163912
10.85	-33.5876	-4.38738	-2.40732	-27.7398	-0.00156306
10.855	-32.074	-4.92852	1.70716	-28.1882	0.167297
10.86	-29.6936	-4.93141	4.80554	-28.6293	0.338034
10.865	-27.8503	-4.39035	5.54276	-29.0615	0.505359
10.87	-28.4302	-3.36287	3.80266	-29.4836	0.663548
10.875	-31.5979	-1.96229	0.640943	-29.895	0.807451
10.88	-32.9712	-0.344938	-2.38388	-30.2948	0.932449
10.885	-32.0313	1.30693	-4.02257	-30.6819	1.03433
10.89	-28.8025	2.80723	-3.83689	-31.0551	1.10891
10.895	-25.8667	3.9875	-2.20256	-31.4136	1.15293
10.9	-24.7986	4.71587	0.0509672	-31.7576	1.16506
10.905	-26.0376	4.91546	2.07073	-32.0871	1.14535
10.91	-23.7915	4.57181	3.26056	-32.4018	1.09473
10.915	-24.2126	3.73432	3.35836	-32.7009	1.01371
10.92	-24.5239	2.50748	2.41117	-32.9834	0.903664
10.925	-30.2734	1.036	0.724827	-33.2492	0.76751
10.93	-37.3413	-0.509548	-1.19218	-33.4985	0.609415
10.935	-39.9963	-1.95312	-2.74417	-33.7313	0.434451
10.94	-42.0227	-3.13405	-3.42608	-33.9476	0.248329
10.945	-41.8823	-3.92665	-3.00168	-34.1473	0.0566063
10.95	-40.4053	-4.25552	-1.59465	-34.3305	-0.135102
10.955	-38.324	-4.10247	0.341736	-34.4974	-0.321829
10.96	-35.7788	-3.5067	2.17026	-34.648	-0.498939
10.965	-34.9487	-2.5577	3.27441	-34.7821	-0.66151
10.97	-35.5164	-1.38215	3.26542	-34.9	-0.804826
10.975	-35.9619	-0.127759	2.12759	-35.0024	-0.924622
10.98	-34.3079	1.05669	0.267901	-35.0898	-1.01773
10.985	-33.252	2.03931	-1.59899	-35.1628	-1.08231
10.99	-34.1064	2.7203	-2.70817	-35.2212	-1.11701
10.995	-36.9385	3.04219	-2.59179	-35.2651	-1.1207
11	-38.9954	2.99376	-1.3439	-35.2946	-1.09283
11.005	-36.6821	2.6095	0.379837	-35.3101	-1.0342
11.01	-30.7739	1.96308	1.68083	-35.3124	-0.947365
11.015	-29.0527	1.15532	1.90576	-35.3024	-0.835096
11.02	-31.7749	0.299016	1.01651	-35.2805	-0.700678
11.025	-37.9883	-0.496972	-0.39954	-35.2471	-0.547687
11.03	-41.9128	-1.14055	-1.49125	-35.2031	-0.380001
11.035	-40.3015	-1.5684	-1.63652	-35.1493	-0.202634
11.04	-33.136	-1.74891	-0.772112	-35.0864	-0.0203672
11.045	-30.8411	-1.68666	0.622469	-35.0146	0.161593
11.05	-32.0007	-1.41807	1.83782	-34.9344	0.338681
11.055	-36.908	-1.00544	2.31014	-34.8468	0.506794
11.06	-36.1572	-0.525595	1.84366	-34.7526	0.661742
11.065	-33.7158	-0.0567097	0.612723	-34.6528	0.799168
11.07	-32.3975	0.333303	-0.962837	-34.5484	0.915072
11.075	-33.8013	0.595508	-2.35059	-34.4397	1.00633
11.08	-36.6333	0.706228	-3.0104	-34.3276	1.07039
11.085	-36.8103	0.666921	-2.55365	-34.213	1.10558
11.09	-35.6628	0.50235	-0.952817	-34.0962	1.11147
11.095	-33.551	0.25528	1.28894	-33.9785	1.08845
11.1	-27.3438	-0.0206991	3.2139	-33.861	1.03778
11.105	-27.1362	-0.270149	3.82834	-33.7448	0.960722
11.11	-29.7546	-0.446328	2.68847	-33.6309	0.859503
11.115	-34.8999	-0.518316	0.278465	-33.5197	0.736546
11.12	-36.9751	-0.473736	-2.15921	-33.4119	0.594972
11.125	-35.26	-0.320192	-3.32549	-33.3081	0.438828
11.13	-33.7219	-0.08373	-2.66449	-33.2094	0.273256
11.135	-33.7585	0.194955	-0.720355	-33.1172	0.104137
11.14	-31.9458	0.467741	1.23044	-33.0324	-0.0633506
11.145	-31.8176	0.687861	2.03987	-32.9559	-0.224983
11.15	-31.5247	0.816626	1.43976	-32.8877	-0.376296
11.155	-29.8767	0.829496	0.143025	-32.8283	-0.512731
11.16	-31.8298	0.719839	-0.767225	-32.7784	-0.629853
11.165	-33.7891	0.498505	-0.684591	-32.7386	-0.724124
11.17	-35.7849	0.194401	0.0999272	-32.7098	-0.792823
11.175	-33.2214	-0.151291	0.719703	-32.6922	-0.833995
11.18	-30.3223	-0.490403	0.510236	-32.6865	-0.84768
11.185	-31.4636	-0.775911	-0.387213	-32.6929	-0.833818
11.19	-36.6943	-0.968936	-1.12238	-32.7114	-0.79284
11.195	-39.1174	-1.0427	-0.851197	-32.7417	-0.725278
11.2	-36.0535	-0.986775	0.48701	-32.7838	-0.632883
11.205	-31.3232	-0.809061	1.99051	-32.838	-0.519506
11.21	-31.0181	-0.533757	2.41581	-32.9046	-0.389523
11.215	-33.2458	-0.197116	1.14107	-32.9835	-0.247772
11.22	-36.6089	0.157991	-1.2632	-33.074	-0.0994502
11.225	-37.2498	0.487061	-3.33238	-33.1755	0.0502609
11.23	-35.8215	0.749086	-3.69066	-33.2877	0.196115
11.235	-34.4177	0.912455	-2.00186	-33.4101	0.333192
11.24	-33.4229	0.958698	0.802062	-33.5421	0.456507
11.245	-28.5522	0.884648	3.15825	-33.6827	0.561233
11.25	-25.7935	0.701789	3.89751	-33.8311	0.642549
11.255	-27.9236	0.435397	2.91184	-33.9866	0.69772
11.26	-33.783	0.121168	1.03815	-34.1485	0.72534
11.265	-37.4023	-0.200288	-0.65998	-34.3154	0.725358
11.27	-36.8042	-0.489523	-1.60831	-34.4862	0.697687
11.275	-34.5154	-0.713157	-1.91295	-34.6593	0.642313
11.28	-35.4614	-0.846435	-1.96511	-34.8339	0.560753
11.285	-36.7615	-0.875748	-1.91504	-35.0084	0.456278
11.29	-37.03	-0.799973	-1.51216	-35.1816	0.33333
11.295	-37.1704	-0.630059	-0.44553	-35.352	0.196844
11.3	-37.146	-0.386861	1.15916	-35.518	0.0518197
11.305	-32.7454	-0.0985793	2.59784	-35.6786	-0.0955625
11.31	-28.6926	0.201655	2.99868	-35.8326	-0.238746
11.315	-29.7241	0.47946	2.00291	-35.9785	-0.370783
11.32	-35.2966	0.704272	0.136211	-36.115	-0.485618
11.325	-41.3879	0.851718	-1.47319	-36.241	-0.578114
11.33	-42.1265	0.906297	-1.88222	-36.3551	-0.644706
11.335	-36.0046	0.861673	-1.00383	-36.4563	-0.682162
11.34	-32.8857	0.721472	0.341554	-36.5435	-0.687914
11.345	-34.021	0.498577	1.06428	-36.6155	-0.660051
11.35	-39.3372	0.213925	0.630031	-36.6712	-0.597967
11.355	-43.4265	-0.105573	-0.564703	-36.7095	-0.503094
11.36	-40.3442	-0.42947	-1.54387	-36.7296	-0.378536
11.365	-36.4929	-0.72573	-1.54567	-36.7311	-0.228637
11.37	-35.5835	-0.964276	-0.611357	-36.7136	-0.0588628
11.375	-37.384	-1.11908	0.515594	-36.6764	0.123858
11.38	-38.3484	-1.17112	1.05823	-36.6196	0.312809
11.385	-35.6934	-1.10912	0.8739	-36.543	0.500893
11.39	-34.0271	-0.931492	0.547668	-36.4465	0.680911
11.395	-34.4849	-0.648238	0.805666	-36.3299	0.845121
11.4	-34.7534	-0.281812	1.7539	-36.193	0.985913
11.405	-32.6904	0.135638	2.6029	-36.0365	1.0967
11.41	-31.8298	0.565326	2.18869	-35.8611	1.1719
11.415	-33.5022	0.965113	-0.0427473	-35.6674	1.20714
11.42	-37.8235	1.29302	-3.37189	-35.4561	1.19923
11.425	-39.0442	1.51067	-6.03212	-35.2285	1.14665
11.43	-37.323	1.58864	-6.25311	-34.9858	1.04885
11.435	-35.6323	1.50932	-3.45211	-34.7292	0.908287
11.44	-32.8796	1.27163	1.28234	-34.4591	0.729624
11.445	-28.1799	0.890008	5.74215	-34.1768	0.519246
11.45	-22.8455	0.395316	7.84063	-33.8837	0.283459
11.455	-23.23	-0.168319	6.73006	-33.5816	0.0287559
11.46	-30.9631	-0.746695	3.12963	-33.2717	-0.236928
11.465	-39.8376	-1.28019	-1.23836	-32.9555	-0.504013
11.47	-43.3044	-1.71058	-4.61436	-32.6348	-0.762373
11.475	-40.8691	-1.98808	-5.97749	-32.3113	-1.00238
11.48	-37.7808	-2.07636	-5.25539	-31.9865	-1.21544
11.485	-37.4023	-1.95719	-3.06458	-31.6623	-1.39357
11.49	-37.0911	-1.63373	-0.292952	-31.3402	-1.52972
11.495	-34.7778	-1.13114	2.20185	-31.0217	-1.61782
11.5	-32.0557	-0.495428	3.73863	-30.708	-1.65341
11.505	-27.3621	0.211725	3.91873	-30.4003	-1.63482
11.51	-24.9023	0.918071	2.76641	-30.1002	-1.56107
11.515	-25.0916	1.54888	0.80614	-29.8095	-1.43364
11.52	-28.8513	2.03525	-1.06874	-29.5295	-1.25509
11.525	-33.0566	2.32249	-2.00548	-29.2612	-1.03017
11.53	-33.075	2.37585	-1.67033	-29.0053	-0.766142
11.535	-25.6042	2.18546	-0.468977	-28.7627	-0.471539
11.54	-22.1008	1.76709	0.696533	-28.5344	-0.155943
11.545	-22.7844	1.16224	1.01043	-28.3211	0.170665
11.55	-29.1199	0.432436	0.267781	-28.1235	0.498056
11.555	-33.2947	-0.347425	-1.01423	-27.9417	0.815233
11.56	-31.604	-1.09599	-1.96252	-27.7757	1.11135
11.565	-28.3447	-1.73467	-1.92369	-27.6258	1.37615
11.57	-25.9094	-2.197	-0.849556	-27.492	1.60187
11.575	-25.2563	-2.43552	0.7385	-27.3737	1.78151
11.58	-26.7395	-2.42674	2.13224	-27.2703	1.90931
11.585	-27.6855	-2.17249	2.84056	-27.1808	1.98024
11.59	-23.6572	-1.7003	2.73282	-27.1054	1.99152
11.595	-21.6187	-1.06137	1.9169	-27.044	1.94304
11.6	-22.0337	-0.325101	0.555585	-26.9961	1.83732
11.605	-27.3804	0.429934	-1.16555	-26.9605	1.67776
11.61	-30.2734	1.12479	-2.90249	-26.9356	1.46974
11.615	-28.0823	1.6889	-4.06541	-26.92	1.22025
11.62	-25.9521	2.06692	-3.97655	-26.9128	0.938128
11.625	-25.7874	2.22375	-2.27749	-26.9127	0.632775
11.63	-25.5615	2.14838	0.670505	-26.9183	0.31375
11.635	-23.6145	1.85576	3.74698	-26.9285	-0.0090278
11.64	-21.6309	1.38414	5.53122	-26.942	-0.325916
11.645	-18.4387	0.788618	5.05656	-26.9575	-0.626835
11.65	-23.0469	0.135183	2.40726	-26.9735	-0.902338
11.655	-29.7729	-0.506492	-1.23985	-26.9883	-1.14388
11.66	-36.9751	-1.07018	-4.19356	-27.0008	-1.34485
11.665	-38.0066	-1.49907	-5.13006	-27.0099	-1.50083
11.67	-32.0923	-1.75402	-3.7629	-27.0142	-1.6088
11.675	-27.3071	-1.81637	-0.933223	-27.0122	-1.66616
11.68	-26.6663	-1.68982	1.90226	-27.0025	-1.67298
11.685	-29.2114	-1.39773	3.45515	-26.9842	-1.63104
11.69	-32.5134	-0.980093	3.21742	-26.9565	-1.54384
11.695	-29.0466	-0.488446	1.60121	-26.9189	-1.416
11.7	-24.9878	0.0202275	-0.391986	-26.8704	-1.25189
11.705	-24.3103	0.49029	-1.7446	-26.8104	-1.05772
11.71	-28.241	0.872133	-1.91379	-26.7386	-0.840486
11.715	-32.666	1.1294	-1.01341	-26.6545	-0.608091
11.72	-31.2805	1.24148	0.336706	-26.5577	-0.368839
11.725	-21.46	1.20799	1.3758	-26.4476	-0.130336
11.73	-18.3044	1.04541	1.5701	-26.3243	0.100799
11.735	-20.2881	0.783403	0.829949	-26.1876	0.318163
11.74	-28.0762	0.460592	-0.483612	-26.0378	0.515807
11.745	-32.4097	0.119728	-1.73261	-25.8756	0.688826
11.75	-29.1138	-0.197085	-2.26929	-25.7012	0.833965
11.755	-23.7366	-0.453522	-1.70501	-25.515	0.949647
11.76	-21.0144	-0.623542	-0.115887	-25.3171	1.03499
11.765	-21.6797	-0.693789	1.9137	-25.1079	1.08958
11.77	-23.8159	-0.665521	3.46192	-24.8884	1.11375
11.775	-23.1445	-0.553667	3.63848	-24.6597	1.10916
11.78	-22.937	-0.382858	2.05436	-24.4228	1.078
11.785	-22.9065	-0.184246	-0.849519	-24.1785	1.02377
11.79	-24.1516	0.00915294	-3.83006	-23.9276	0.950893
11.795	-25.8911	0.166638	-5.34726	-23.671	0.863937
11.8	-26.9348	0.264952	-4.36043	-23.4099	0.767144
11.805	-27.2217	0.291663	-1.03144	-23.1458	0.66387
11.81	-20.9839	0.246382	3.15425	-22.8802	0.557398
11.815	-13.562	0.139863	6.02795	-22.6141	0.451065
11.82	-12.0544	-0.00744792	5.91746	-22.3481	0.347801
11.825	-18.457	-0.168021	2.70004	-22.0832	0.249877
11.83	-27.356	-0.311108	-1.95897	-21.8205	0.158826
11.835	-30.1819	-0.408207	-5.45551	-21.5611	0.0756873
11.84	-26.6113	-0.437402	-5.77074	-21.3061	0.000609617
11.845	-22.8027	-0.387167	-2.74343	-21.0568	-0.0665636
11.85	-18.6279	-0.258099	1.75198	-20.8144	-0.125524
11.855	-16.2109	-0.0627439	4.91922	-20.5792	-0.176068
11.86	-16.7664	0.17415	4.78617	-20.3519	-0.218827
11.865	-19.458	0.419523	1.49074	-20.1329	-0.255681
11.87	-22.3999	0.637456	-2.78072	-19.9233	-0.288248
11.875	-22.9065	0.794538	-5.18904	-19.7238	-0.317042
11.88	-20.5139	0.863674	-4.0958	-19.5351	-0.341945
11.885	-18.9819	0.826346	-0.143448	-19.3577	-0.363203
11.89	-17.5354	0.676244	4.15965	-19.192	-0.381726
11.895	-14.386	0.421825	6.06444	-19.0382	-0.398074
11.9	-12.8723	0.0868149	4.33872	-18.8964	-0.412245
11.905	-16.2903	-0.293073	0.0221194	-18.7667	-0.423784
11.91	-23.7915	-0.674195	-4.28434	-18.6488	-0.432172
11.915	-29.9194	-1.00935	-6.08308	-18.5427	-0.436289
11.92	-28.2349	-1.25389	-4.48374	-18.4486	-0.434657
11.925	-19.8669	-1.37174	-0.621798	-18.3666	-0.425796
11.93	-13.7085	-1.33966	3.19099	-18.2965	-0.408879
11.935	-13.3118	-1.15042	4.92586	-18.2374	-0.383782
11.94	-17.0593	-0.815476	3.94932	-18.1886	-0.350296
11.945	-20.9351	-0.364309	1.17347	-18.1496	-0.308977
11.95	-21.0571	0.157074	-1.69743	-18.1204	-0.260143
11.955	-18.9575	0.691381	-3.21881	-18.1003	-0.204484
11.96	-18.1458	1.17794	-2.89806	-18.0886	-0.142302
11.965	-16.8762	1.5584	-1.22902	-18.0842	-0.0748713
11.97	-16.2231	1.78403	0.782493	-18.0862	-0.00360219
11.975	-17.1997	1.82039	2.18813	-18.094	0.0699726
11.98	-15.8569	1.65165	2.46014	-18.1065	0.144659
11.985	-14.4897	1.28567	1.58072	-18.1228	0.21885
11.99	-14.8254	0.754165	-0.0371557	-18.1419	0.290077
11.995	-19.0552	0.110004	-1.70221	-18.1631	0.356014
12	-24.0784	-0.578528	-2.6414	-18.1855	0.414496
12.005	-23.2727	-1.23552	-2.31807	-18.2083	0.463485
12.01	-17.7734	-1.78476	-0.750979	-18.2303	0.501512
12.015	-16.7969	-2.15816	1.36183	-18.2505	0.527882
12.02	-17.2974	-2.30445	2.90955	-18.2679	0.542296
12.025	-18.103	-2.19606	2.98186	-18.2817	0.544893
12.03	-17.7673	-1.83355	1.46251	-18.2912	0.535972
12.035	-16.4185	-1.24758	-0.816823	-18.2953	0.516412
12.04	-18.9758	-0.496238	-2.53507	-18.2929	0.487262
12.045	-21.3196	0.338536	-2.70236	-18.283	0.449755
12.05	-21.9666	1.16201	-1.30003	-18.2653	0.405877
12.055	-14.8987	1.87752	0.705727	-18.2393	0.357789
12.06	-11.1877	2.39721	2.00551	-18.2046	0.306807
12.065	-11.2854	2.65263	1.8332	-18.1607	0.254988
12.07	-16.571	2.60382	0.452261	-18.1075	0.204515
12.075	-20.0195	2.24715	-1.07002	-18.0446	0.158652
12.08	-18.6646	1.61706	-1.64982	-17.9716	0.119621
12.085	-16.1682	0.781431	-0.937297	-17.8882	0.0879283
12.09	-16.3696	-0.165839	0.487859	-17.7948	0.0637975
12.095	-17.4805	-1.11458	1.57286	-17.6916	0.0475323
12.1	-17.5415	-1.95045	1.54782	-17.5782	0.037949
12.105	-18.7622	-2.56933	0.439874	-17.4552	0.034013
12.11	-20.9839	-2.89148	-0.983102	-17.3231	0.0341941
12.115	-24.3591	-2.87221	-1.75919	-17.1825	0.0377184
12.12	-22.2656	-2.50778	-1.36757	-17.0341	0.0435914
12.125	-17.7185	-1.83731	-0.0278409	-16.8781	0.0498322
12.13	-13.9648	-0.938052	1.47384	-16.7151	0.0537963
12.135	-14.5203	0.0815884	2.25874	-16.5462	0.0534051
12.14	-16.7542	1.09662	1.82497	-16.372	0.0471675
12.145	-16.51	1.98069	0.285869	-16.1934	0.034101
12.15	-15.3198	2.62261	-1.68365	-16.0113	0.0134853
12.155	-15.0574	2.93977	-3.12686	-15.8268	-0.0155372
12.16	-13.2385	2.89041	-3.21583	-15.6413	-0.053964
12.165	-12.5122	2.47911	-1.66498	-15.4561	-0.101379
12.17	-13.2019	1.75762	1.01886	-15.2722	-0.156222
12.175	-14.1235	0.817215	3.62769	-15.0905	-0.215612
12.18	-11.3892	-0.223174	4.7662	-14.9118	-0.276986
12.185	-9.60693	-1.23146	3.62005	-14.7373	-0.338327
12.19	-12.2986	-2.07929	0.555059	-14.5686	-0.39774
12.195	-20.5261	-2.65884	-2.90273	-14.407	-0.451958
12.2	-26.4404	-2.89701	-4.84394	-14.2532	-0.497125
12.205	-24.4873	-2.76483	-4.13089	-14.1081	-0.53033
12.21	-17.6819	-2.28315	-1.19529	-13.9724	-0.549373
12.215	-12.5916	-1.51717	2.14607	-13.847	-0.552258
12.22	-11.0352	-0.568296	3.8155	-13.7329	-0.5365
12.225	-12.6831	0.440724	2.84595	-13.6308	-0.499983
12.23	-14.1785	1.38073	0.0405003	-13.5412	-0.441987
12.235	-13.4094	2.13157	-2.58042	-13.4645	-0.363236
12.24	-12.2986	2.59914	-3.17781	-13.4012	-0.265194
12.245	-12.616	2.72763	-1.36881	-13.3517	-0.149697
12.25	-12.4878	2.50631	1.53499	-13.3159	-0.0195591
12.255	-7.07397	1.97027	3.50281	-13.2934	0.122644
12.26	-5.84106	1.19475	3.24619	-13.2839	0.273364
12.265	-9.58862	0.283525	1.09347	-13.2869	0.42848
12.27	-16.4246	-0.644009	-1.35907	-13.3028	0.583032
12.275	-20.813	-1.46987	-2.50718	-13.3317	0.731816
12.28	-17.3645	-2.0922	-1.91944	-13.3729	0.869853
12.285	-13.8123	-2.43895	-0.534457	-13.4256	0.992902
12.29	-13.5681	-2.47689	0.222182	-13.4888	1.09589
12.295	-14.9353	-2.21355	-0.315877	-13.5615	1.17447
12.3	-14.978	-1.69456	-1.47838	-13.643	1.22496
12.305	-14.2395	-0.995561	-1.81559	-13.7323	1.24503
12.31	-13.3606	-0.21118	-0.357358	-13.8283	1.23433
12.315	-12.0728	0.557906	2.42486	-13.9296	1.19262
12.32	-3.93066	1.21924	4.7747	-14.0352	1.12007
12.325	-2.83203	1.69996	4.85514	-14.1437	1.01729
12.33	-5.97534	1.95504	2.14962	-14.2543	0.886395
12.335	-16.2231	1.9709	-2.0188	-14.3655	0.731157
12.34	-21.7407	1.76462	-5.2671	-14.4763	0.556471
12.345	-19.5007	1.3791	-5.70772	-14.585	0.367167
12.35	-15.9729	0.877105	-3.18124	-14.6904	0.167973
12.355	-12.6587	0.329878	0.684753	-14.7911	-0.036184
12.36	-11.4258	-0.193206	3.59729	-14.8863	-0.239498
12.365	-13.4094	-0.63475	4.08199	-14.975	-0.435992
12.37	-17.688	-0.956259	2.31169	-15.0563	-0.619563
12.375	-19.8914	-1.14027	-0.215355	-15.1294	-0.784834
12.38	-18.5486	-1.18971	-1.82816	-15.1933	-0.927447
12.385	-16.0217	-1.12441	-1.79203	-15.2473	-1.04386
12.39	-15.9607	-0.976868	-0.627914	-15.2907	-1.13125
12.395	-17.7979	-0.785482	0.482278	-15.323	-1.18784
12.4	-18.8171	-0.585703	0.682763	-15.3439	-1.21197
12.405	-18.7866	-0.403448	0.0490629	-15.3531	-1.20264
12.41	-17.3767	-0.251429	-0.588681	-15.3507	-1.16051
12.415	-15.5701	-0.130086	-0.403196	-15.3365	-1.08744
12.42	-14.2883	-0.0299056	0.702582	-15.3102	-0.986097
12.425	-14.502	0.0657559	1.94958	-15.2714	-0.859027
12.43	-15.7715	0.174872	2.21452	-15.2204	-0.709239
12.435	-16.6809	0.311681	0.868368	-15.158	-0.541023
12.44	-16.7419	0.482252	-1.66767	-15.0849	-0.359578
12.445	-16.2415	0.680846	-4.04503	-15.0017	-0.169948
12.45	-15.6494	0.888671	-4.74126	-14.9087	0.0229712
12.455	-15.0146	1.07501	-2.98599	-14.8068	0.214057
12.46	-13.623	1.2021	0.691282	-14.6966	0.398564
12.465	-11.3892	1.23258	4.62763	-14.5792	0.572346
12.47	-4.48608	1.13634	6.83434	-14.4556	0.731793
12.475	-3.54614	0.896389	6.03169	-14.3268	0.873663
12.48	-8.17261	0.515551	2.37109	-14.1935	0.994747
12.485	-17.9626	0.0182277	-2.55972	-14.0564	1.0923
12.49	-24.7437	-0.549565	-6.46482	-13.9161	1.16485
12.495	-22.9065	-1.12607	-7.47472	-13.7739	1.21172
12.5	-17.5781	-1.64131	-5.10512	-13.6311	1.23305
12.505	-13.2935	-2.02532	-0.533618	-13.4885	1.22932
12.51	-11.5479	-2.2179	3.99423	-13.3466	1.20122
12.515	-10.321	-2.17807	6.33305	-13.206	1.15048
12.52	-9.27124	-1.89111	5.54722	-13.0675	1.07896
12.525	-10.5896	-1.37249	2.34184	-12.9325	0.988866
12.53	-12.207	-0.668466	-1.40901	-12.8018	0.882393
12.535	-14.1174	0.147963	-3.76763	-12.6763	0.762168
12.54	-14.0503	0.985069	-3.79857	-12.5559	0.631863
12.545	-12.97	1.74414	-1.97023	-12.4412	0.495112
